capture_source,layer,expert_id,projection,layout_method,layout_replicas,training_invocations,activation_norm_threshold,atoms_per_page,test_masks_used
cross_reference,0,238,gate,current_diagonal_trained_coselection,1,8,22.345879937213777,8,False
cross_reference,0,238,gate,exact_greedy_training_masks,1,8,22.345879937213777,8,False
cross_reference,0,238,gate,balanced_hypergraph,1,8,22.345879937213777,8,False
cross_reference,0,238,gate,activation_feature_support_cluster,2,8,22.345879937213777,8,False
cross_reference,0,238,up,current_diagonal_trained_coselection,1,8,22.345879937213777,8,False
cross_reference,0,238,up,exact_greedy_training_masks,1,8,22.345879937213777,8,False
cross_reference,0,238,up,balanced_hypergraph,1,8,22.345879937213777,8,False
cross_reference,0,238,up,activation_feature_support_cluster,2,8,22.345879937213777,8,False
cross_reference,0,238,down,current_diagonal_trained_coselection,1,8,0.7765386483129069,2,False
cross_reference,0,238,down,exact_greedy_training_masks,1,8,0.7765386483129069,2,False
cross_reference,0,238,down,balanced_hypergraph,1,8,0.7765386483129069,2,False
cross_reference,0,238,down,activation_feature_support_cluster,2,8,0.7765386483129069,2,False
cross_reference,4,176,gate,current_diagonal_trained_coselection,1,8,21.49448576848949,8,False
cross_reference,4,176,gate,exact_greedy_training_masks,1,8,21.49448576848949,8,False
cross_reference,4,176,gate,balanced_hypergraph,1,8,21.49448576848949,8,False
cross_reference,4,176,gate,activation_feature_support_cluster,2,8,21.49448576848949,8,False
cross_reference,4,176,up,current_diagonal_trained_coselection,1,8,21.49448576848949,8,False
cross_reference,4,176,up,exact_greedy_training_masks,1,8,21.49448576848949,8,False
cross_reference,4,176,up,balanced_hypergraph,1,8,21.49448576848949,8,False
cross_reference,4,176,up,activation_feature_support_cluster,2,8,21.49448576848949,8,False
cross_reference,4,176,down,current_diagonal_trained_coselection,1,8,0.5835389529080801,2,False
cross_reference,4,176,down,exact_greedy_training_masks,1,8,0.5835389529080801,2,False
cross_reference,4,176,down,balanced_hypergraph,1,8,0.5835389529080801,2,False
cross_reference,4,176,down,activation_feature_support_cluster,2,8,0.5835389529080801,2,False
cross_reference,20,225,gate,current_diagonal_trained_coselection,1,8,45.4620819538646,8,False
cross_reference,20,225,gate,exact_greedy_training_masks,1,8,45.4620819538646,8,False
cross_reference,20,225,gate,balanced_hypergraph,1,8,45.4620819538646,8,False
cross_reference,20,225,gate,activation_feature_support_cluster,2,8,45.4620819538646,8,False
cross_reference,20,225,up,current_diagonal_trained_coselection,1,8,45.4620819538646,8,False
cross_reference,20,225,up,exact_greedy_training_masks,1,8,45.4620819538646,8,False
cross_reference,20,225,up,balanced_hypergraph,1,8,45.4620819538646,8,False
cross_reference,20,225,up,activation_feature_support_cluster,2,8,45.4620819538646,8,False
cross_reference,20,225,down,current_diagonal_trained_coselection,1,8,2.451068692718818,2,False
cross_reference,20,225,down,exact_greedy_training_masks,1,8,2.451068692718818,2,False
cross_reference,20,225,down,balanced_hypergraph,1,8,2.451068692718818,2,False
cross_reference,20,225,down,activation_feature_support_cluster,2,8,2.451068692718818,2,False
cross_reference,39,235,gate,current_diagonal_trained_coselection,1,8,58.57545309374253,8,False
cross_reference,39,235,gate,exact_greedy_training_masks,1,8,58.57545309374253,8,False
cross_reference,39,235,gate,balanced_hypergraph,1,8,58.57545309374253,8,False
cross_reference,39,235,gate,activation_feature_support_cluster,2,8,58.57545309374253,8,False
cross_reference,39,235,up,current_diagonal_trained_coselection,1,8,58.57545309374253,8,False
cross_reference,39,235,up,exact_greedy_training_masks,1,8,58.57545309374253,8,False
cross_reference,39,235,up,balanced_hypergraph,1,8,58.57545309374253,8,False
cross_reference,39,235,up,activation_feature_support_cluster,2,8,58.57545309374253,8,False
cross_reference,39,235,down,current_diagonal_trained_coselection,1,8,3.168284240655524,2,False
cross_reference,39,235,down,exact_greedy_training_masks,1,8,3.168284240655524,2,False
cross_reference,39,235,down,balanced_hypergraph,1,8,3.168284240655524,2,False
cross_reference,39,235,down,activation_feature_support_cluster,2,8,3.168284240655524,2,False
