capture_source,layer,expert_id,projection,layout_method,layout_replicas,training_invocations,activation_norm_threshold,atoms_per_page,test_masks_used
exact_checkpoint,0,62,gate,current_diagonal_trained_coselection,1,8,29.40561576357093,8,False
exact_checkpoint,0,62,gate,exact_greedy_training_masks,1,8,29.40561576357093,8,False
exact_checkpoint,0,62,gate,balanced_hypergraph,1,8,29.40561576357093,8,False
exact_checkpoint,0,62,gate,activation_feature_support_cluster,2,8,29.40561576357093,8,False
exact_checkpoint,0,62,up,current_diagonal_trained_coselection,1,8,29.40561576357093,8,False
exact_checkpoint,0,62,up,exact_greedy_training_masks,1,8,29.40561576357093,8,False
exact_checkpoint,0,62,up,balanced_hypergraph,1,8,29.40561576357093,8,False
exact_checkpoint,0,62,up,activation_feature_support_cluster,2,8,29.40561576357093,8,False
exact_checkpoint,0,62,down,current_diagonal_trained_coselection,1,8,0.8388565428932813,2,False
exact_checkpoint,0,62,down,exact_greedy_training_masks,1,8,0.8388565428932813,2,False
exact_checkpoint,0,62,down,balanced_hypergraph,1,8,0.8388565428932813,2,False
exact_checkpoint,0,62,down,activation_feature_support_cluster,2,8,0.8388565428932813,2,False
exact_checkpoint,0,72,gate,current_diagonal_trained_coselection,1,1,32.03455416873756,8,False
exact_checkpoint,0,72,gate,exact_greedy_training_masks,1,1,32.03455416873756,8,False
exact_checkpoint,0,72,gate,balanced_hypergraph,1,1,32.03455416873756,8,False
exact_checkpoint,0,72,gate,activation_feature_support_cluster,2,1,32.03455416873756,8,False
exact_checkpoint,0,72,up,current_diagonal_trained_coselection,1,1,32.03455416873756,8,False
exact_checkpoint,0,72,up,exact_greedy_training_masks,1,1,32.03455416873756,8,False
exact_checkpoint,0,72,up,balanced_hypergraph,1,1,32.03455416873756,8,False
exact_checkpoint,0,72,up,activation_feature_support_cluster,2,1,32.03455416873756,8,False
exact_checkpoint,0,72,down,current_diagonal_trained_coselection,1,1,0.879112858155923,2,False
exact_checkpoint,0,72,down,exact_greedy_training_masks,1,1,0.879112858155923,2,False
exact_checkpoint,0,72,down,balanced_hypergraph,1,1,0.879112858155923,2,False
exact_checkpoint,0,72,down,activation_feature_support_cluster,2,1,0.879112858155923,2,False
exact_checkpoint,0,160,gate,current_diagonal_trained_coselection,1,5,20.728749231720936,8,False
exact_checkpoint,0,160,gate,exact_greedy_training_masks,1,5,20.728749231720936,8,False
exact_checkpoint,0,160,gate,balanced_hypergraph,1,5,20.728749231720936,8,False
exact_checkpoint,0,160,gate,activation_feature_support_cluster,2,5,20.728749231720936,8,False
exact_checkpoint,0,160,up,current_diagonal_trained_coselection,1,5,20.728749231720936,8,False
exact_checkpoint,0,160,up,exact_greedy_training_masks,1,5,20.728749231720936,8,False
exact_checkpoint,0,160,up,balanced_hypergraph,1,5,20.728749231720936,8,False
exact_checkpoint,0,160,up,activation_feature_support_cluster,2,5,20.728749231720936,8,False
exact_checkpoint,0,160,down,current_diagonal_trained_coselection,1,5,0.4255874431747031,2,False
exact_checkpoint,0,160,down,exact_greedy_training_masks,1,5,0.4255874431747031,2,False
exact_checkpoint,0,160,down,balanced_hypergraph,1,5,0.4255874431747031,2,False
exact_checkpoint,0,160,down,activation_feature_support_cluster,2,5,0.4255874431747031,2,False
exact_checkpoint,4,17,gate,current_diagonal_trained_coselection,1,1,32.83491802035144,8,False
exact_checkpoint,4,17,gate,exact_greedy_training_masks,1,1,32.83491802035144,8,False
exact_checkpoint,4,17,gate,balanced_hypergraph,1,1,32.83491802035144,8,False
exact_checkpoint,4,17,gate,activation_feature_support_cluster,2,1,32.83491802035144,8,False
exact_checkpoint,4,17,up,current_diagonal_trained_coselection,1,1,32.83491802035144,8,False
exact_checkpoint,4,17,up,exact_greedy_training_masks,1,1,32.83491802035144,8,False
exact_checkpoint,4,17,up,balanced_hypergraph,1,1,32.83491802035144,8,False
exact_checkpoint,4,17,up,activation_feature_support_cluster,2,1,32.83491802035144,8,False
exact_checkpoint,4,17,down,current_diagonal_trained_coselection,1,1,1.462828226619785,2,False
exact_checkpoint,4,17,down,exact_greedy_training_masks,1,1,1.462828226619785,2,False
exact_checkpoint,4,17,down,balanced_hypergraph,1,1,1.462828226619785,2,False
exact_checkpoint,4,17,down,activation_feature_support_cluster,2,1,1.462828226619785,2,False
exact_checkpoint,4,110,gate,current_diagonal_trained_coselection,1,4,34.645452682562976,8,False
exact_checkpoint,4,110,gate,exact_greedy_training_masks,1,4,34.645452682562976,8,False
exact_checkpoint,4,110,gate,balanced_hypergraph,1,4,34.645452682562976,8,False
exact_checkpoint,4,110,gate,activation_feature_support_cluster,2,4,34.645452682562976,8,False
exact_checkpoint,4,110,up,current_diagonal_trained_coselection,1,4,34.645452682562976,8,False
exact_checkpoint,4,110,up,exact_greedy_training_masks,1,4,34.645452682562976,8,False
exact_checkpoint,4,110,up,balanced_hypergraph,1,4,34.645452682562976,8,False
exact_checkpoint,4,110,up,activation_feature_support_cluster,2,4,34.645452682562976,8,False
exact_checkpoint,4,110,down,current_diagonal_trained_coselection,1,4,1.4720744773614718,2,False
exact_checkpoint,4,110,down,exact_greedy_training_masks,1,4,1.4720744773614718,2,False
exact_checkpoint,4,110,down,balanced_hypergraph,1,4,1.4720744773614718,2,False
exact_checkpoint,4,110,down,activation_feature_support_cluster,2,4,1.4720744773614718,2,False
exact_checkpoint,4,154,gate,current_diagonal_trained_coselection,1,8,35.420411529749096,8,False
exact_checkpoint,4,154,gate,exact_greedy_training_masks,1,8,35.420411529749096,8,False
exact_checkpoint,4,154,gate,balanced_hypergraph,1,8,35.420411529749096,8,False
exact_checkpoint,4,154,gate,activation_feature_support_cluster,2,8,35.420411529749096,8,False
exact_checkpoint,4,154,up,current_diagonal_trained_coselection,1,8,35.420411529749096,8,False
exact_checkpoint,4,154,up,exact_greedy_training_masks,1,8,35.420411529749096,8,False
exact_checkpoint,4,154,up,balanced_hypergraph,1,8,35.420411529749096,8,False
exact_checkpoint,4,154,up,activation_feature_support_cluster,2,8,35.420411529749096,8,False
exact_checkpoint,4,154,down,current_diagonal_trained_coselection,1,8,1.6407063990230848,2,False
exact_checkpoint,4,154,down,exact_greedy_training_masks,1,8,1.6407063990230848,2,False
exact_checkpoint,4,154,down,balanced_hypergraph,1,8,1.6407063990230848,2,False
exact_checkpoint,4,154,down,activation_feature_support_cluster,2,8,1.6407063990230848,2,False
exact_checkpoint,20,191,gate,current_diagonal_trained_coselection,1,8,45.376180738049115,8,False
exact_checkpoint,20,191,gate,exact_greedy_training_masks,1,8,45.376180738049115,8,False
exact_checkpoint,20,191,gate,balanced_hypergraph,1,8,45.376180738049115,8,False
exact_checkpoint,20,191,gate,activation_feature_support_cluster,2,8,45.376180738049115,8,False
exact_checkpoint,20,191,up,current_diagonal_trained_coselection,1,8,45.376180738049115,8,False
exact_checkpoint,20,191,up,exact_greedy_training_masks,1,8,45.376180738049115,8,False
exact_checkpoint,20,191,up,balanced_hypergraph,1,8,45.376180738049115,8,False
exact_checkpoint,20,191,up,activation_feature_support_cluster,2,8,45.376180738049115,8,False
exact_checkpoint,20,191,down,current_diagonal_trained_coselection,1,8,2.8342707718110947,2,False
exact_checkpoint,20,191,down,exact_greedy_training_masks,1,8,2.8342707718110947,2,False
exact_checkpoint,20,191,down,balanced_hypergraph,1,8,2.8342707718110947,2,False
exact_checkpoint,20,191,down,activation_feature_support_cluster,2,8,2.8342707718110947,2,False
exact_checkpoint,20,242,gate,current_diagonal_trained_coselection,1,1,51.99493694858774,8,False
exact_checkpoint,20,242,gate,exact_greedy_training_masks,1,1,51.99493694858774,8,False
exact_checkpoint,20,242,gate,balanced_hypergraph,1,1,51.99493694858774,8,False
exact_checkpoint,20,242,gate,activation_feature_support_cluster,2,1,51.99493694858774,8,False
exact_checkpoint,20,242,up,current_diagonal_trained_coselection,1,1,51.99493694858774,8,False
exact_checkpoint,20,242,up,exact_greedy_training_masks,1,1,51.99493694858774,8,False
exact_checkpoint,20,242,up,balanced_hypergraph,1,1,51.99493694858774,8,False
exact_checkpoint,20,242,up,activation_feature_support_cluster,2,1,51.99493694858774,8,False
exact_checkpoint,20,242,down,current_diagonal_trained_coselection,1,1,4.032985124107046,2,False
exact_checkpoint,20,242,down,exact_greedy_training_masks,1,1,4.032985124107046,2,False
exact_checkpoint,20,242,down,balanced_hypergraph,1,1,4.032985124107046,2,False
exact_checkpoint,20,242,down,activation_feature_support_cluster,2,1,4.032985124107046,2,False
exact_checkpoint,20,251,gate,current_diagonal_trained_coselection,1,5,48.550702310529815,8,False
exact_checkpoint,20,251,gate,exact_greedy_training_masks,1,5,48.550702310529815,8,False
exact_checkpoint,20,251,gate,balanced_hypergraph,1,5,48.550702310529815,8,False
exact_checkpoint,20,251,gate,activation_feature_support_cluster,2,5,48.550702310529815,8,False
exact_checkpoint,20,251,up,current_diagonal_trained_coselection,1,5,48.550702310529815,8,False
exact_checkpoint,20,251,up,exact_greedy_training_masks,1,5,48.550702310529815,8,False
exact_checkpoint,20,251,up,balanced_hypergraph,1,5,48.550702310529815,8,False
exact_checkpoint,20,251,up,activation_feature_support_cluster,2,5,48.550702310529815,8,False
exact_checkpoint,20,251,down,current_diagonal_trained_coselection,1,5,2.5185634364568936,2,False
exact_checkpoint,20,251,down,exact_greedy_training_masks,1,5,2.5185634364568936,2,False
exact_checkpoint,20,251,down,balanced_hypergraph,1,5,2.5185634364568936,2,False
exact_checkpoint,20,251,down,activation_feature_support_cluster,2,5,2.5185634364568936,2,False
exact_checkpoint,39,68,gate,current_diagonal_trained_coselection,1,1,56.9599948316982,8,False
exact_checkpoint,39,68,gate,exact_greedy_training_masks,1,1,56.9599948316982,8,False
exact_checkpoint,39,68,gate,balanced_hypergraph,1,1,56.9599948316982,8,False
