capture_source,evaluation_split,request_id,sequence_id,position,layer,projection,expert_id,expert_stratum,router_rank,router_coefficient,selector,action_count,logical_bpw_projection,jaccard_with_exact
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,diagonal,512,0.25,0.2132701421800948
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,diagonal,1024,0.5,0.1976608187134503
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,diagonal,1536,0.75,0.18931475029036005
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,diagonal,2048,1.0,0.2015253740099736
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,diagonal,2560,1.25,0.3031305675744464
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,diagonal,3072,1.5,0.502200488997555
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,diagonal,3584,1.75,0.75
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,diagonal,4096,2.0,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_16,512,0.25,0.6489533011272142
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_16,1024,0.5,0.6037588097102584
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_16,1536,0.75,0.6507254164427727
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_16,2048,1.0,0.7414965986394558
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_16,2560,1.25,0.7990161630358398
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_16,3072,1.5,0.8573155985489722
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_16,3584,1.75,0.9043570669500531
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_16,4096,2.0,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_8,512,0.25,0.6677524429967426
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_8,1024,0.5,0.5802469135802469
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_8,1536,0.75,0.6516129032258065
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_8,2048,1.0,0.7268128161888702
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_8,2560,1.25,0.7821092934215106
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_8,3072,1.5,0.8500451671183379
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_8,3584,1.75,0.8942917547568711
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_8,4096,2.0,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_4,512,0.25,0.695364238410596
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_4,1024,0.5,0.5950155763239875
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_4,1536,0.75,0.6560646900269542
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_4,2048,1.0,0.7341236240474175
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_4,2560,1.25,0.8034519196900317
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_4,3072,1.5,0.8334825425246195
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_4,3584,1.75,0.9104477611940298
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,block_refresh_4,4096,2.0,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,exact_marginal_fixed_greedy,512,0.25,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,exact_marginal_fixed_greedy,1024,0.5,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,exact_marginal_fixed_greedy,1536,0.75,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,exact_marginal_fixed_greedy,2048,1.0,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,exact_marginal_fixed_greedy,2560,1.25,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,exact_marginal_fixed_greedy,3072,1.5,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,exact_marginal_fixed_greedy,3584,1.75,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,exact_marginal_fixed_greedy,4096,2.0,1.0
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,backward_elimination,512,0.25,0.1920838183934808
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,backward_elimination,1024,0.5,0.19556333917104496
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,backward_elimination,1536,0.75,0.1995314330339711
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,backward_elimination,2048,1.0,0.2591454042422379
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,backward_elimination,2560,1.25,0.37560451370231057
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,backward_elimination,3072,1.5,0.509953305480462
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,backward_elimination,3584,1.75,0.75
cross_reference,test,tfprod-req000110-5e571aa8,tfprod-seq000110-5e571aa8,160,0,gate,71,cold,6,0.083984375,backward_elimination,4096,2.0,1.0
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,diagonal,512,0.25,0.1990632318501171
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,diagonal,1024,0.5,0.18040345821325648
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,diagonal,1536,0.75,0.18335901386748846
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,diagonal,2048,1.0,0.19661115980134386
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,diagonal,2560,1.25,0.2958744621614781
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,diagonal,3072,1.5,0.5058823529411764
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,diagonal,3584,1.75,0.75
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,diagonal,4096,2.0,1.0
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,block_refresh_16,512,0.25,0.6869851729818781
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,block_refresh_16,1024,0.5,0.5681470137825421
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,block_refresh_16,1536,0.75,0.6271186440677966
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,block_refresh_16,2048,1.0,0.7333897587812104
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,block_refresh_16,2560,1.25,0.797752808988764
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,block_refresh_16,3072,1.5,0.8528347406513872
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,block_refresh_16,3584,1.75,0.9038512616201859
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,block_refresh_16,4096,2.0,1.0
cross_reference,test,tfprod-req000229-8f75b529,tfprod-seq000229-8f75b529,352,0,gate,71,cold,7,0.0908203125,block_refresh_8,512,0.25,0.673202614379085
